id_student,gender,region,highest_education,imd_band,disability
508572,M,Ireland,A Level or Equivalent,50-60%,N
508573,F,South West Region,Lower Than A Level,30-40%,N
508594,M,Yorkshire Region,A Level or Equivalent,60-70%,N
508601,F,Scotland,HE Qualification,20-30%,N
508615,M,London Region,HE Qualification,40-50%,N
508626,M,London Region,Lower Than A Level,30-40%,N
508627,M,North Western Region,Lower Than A Level,30-40%,N
508630,F,East Anglian Region,Lower Than A Level,10-20,N
508637,M,Scotland,HE Qualification,20-30%,N
508662,F,South Region,Lower Than A Level,30-40%,N
508668,F,London Region,Lower Than A Level,70-80%,N
508713,M,North Western Region,Lower Than A Level,0-10%,N
508749,M,South West Region,Lower Than A Level,0-10%,N
508759,F,East Anglian Region,A Level or Equivalent,30-40%,N
508775,M,North Region,A Level or Equivalent,60-70%,N
508785,F,South Region,A Level or Equivalent,90-100%,N
508804,M,East Anglian Region,Lower Than A Level,70-80%,N
508818,M,London Region,A Level or Equivalent,40-50%,N
508829,M,Yorkshire Region,A Level or Equivalent,60-70%,N
508830,M,Ireland,A Level or Equivalent,,N
508848,M,West Midlands Region,A Level or Equivalent,40-50%,N
508859,F,North Region,A Level or Equivalent,50-60%,N
508872,M,North Western Region,Lower Than A Level,30-40%,N
508924,F,East Anglian Region,HE Qualification,80-90%,N
508927,M,East Anglian Region,Lower Than A Level,60-70%,N
508934,F,South West Region,Lower Than A Level,40-50%,N
508940,F,London Region,Lower Than A Level,10-20,N
508942,M,South Region,Lower Than A Level,10-20,Y
509029,F,North Region,A Level or Equivalent,0-10%,N
509034,F,London Region,A Level or Equivalent,40-50%,N
509036,F,Scotland,A Level or Equivalent,60-70%,N
509100,F,South Region,Lower Than A Level,80-90%,N
509102,M,South East Region,A Level or Equivalent,70-80%,N
509122,M,West Midlands Region,A Level or Equivalent,10-20,N
509130,F,West Midlands Region,HE Qualification,0-10%,N
509148,M,South East Region,HE Qualification,40-50%,N
509150,M,North Region,Lower Than A Level,,N
509156,M,East Anglian Region,A Level or Equivalent,20-30%,N
509177,M,Yorkshire Region,Lower Than A Level,20-30%,N
509183,F,East Midlands Region,Lower Than A Level,70-80%,N
509226,F,West Midlands Region,Lower Than A Level,60-70%,N
509236,F,Yorkshire Region,A Level or Equivalent,30-40%,N
509258,F,North Western Region,Lower Than A Level,60-70%,N
509277,F,East Anglian Region,A Level or Equivalent,40-50%,N
509279,M,East Midlands Region,A Level or Equivalent,60-70%,N
509292,M,West Midlands Region,Lower Than A Level,20-30%,Y
509295,F,South West Region,Lower Than A Level,0-10%,N
509327,F,East Anglian Region,A Level or Equivalent,90-100%,N
509334,F,Wales,A Level or Equivalent,50-60%,N
509390,F,South Region,A Level or Equivalent,90-100%,Y
509402,M,Scotland,Lower Than A Level,90-100%,N
509407,M,Ireland,Lower Than A Level,60-70%,N
509416,F,West Midlands Region,A Level or Equivalent,50-60%,N
509417,F,East Midlands Region,No Formal quals,20-30%,N
509466,F,Ireland,HE Qualification,0-10%,N
509501,M,East Anglian Region,A Level or Equivalent,50-60%,Y
509535,M,North Region,A Level or Equivalent,10-20,N
509536,M,East Midlands Region,Lower Than A Level,90-100%,N
509578,F,West Midlands Region,A Level or Equivalent,20-30%,N
509607,F,North Region,Lower Than A Level,,N
509610,M,South East Region,Lower Than A Level,90-100%,Y
509634,M,East Anglian Region,Lower Than A Level,70-80%,Y
509649,M,London Region,A Level or Equivalent,30-40%,N
509680,M,Scotland,A Level or Equivalent,90-100%,N
509696,F,East Anglian Region,A Level or Equivalent,90-100%,N
509710,M,Scotland,Lower Than A Level,10-20,N
509737,F,Scotland,Lower Than A Level,10-20,N
509768,F,South East Region,Lower Than A Level,40-50%,N
509780,F,Yorkshire Region,Lower Than A Level,60-70%,N
509797,F,London Region,HE Qualification,10-20,N
509839,M,North Region,Post Graduate Qualification,,N
509845,F,West Midlands Region,A Level or Equivalent,0-10%,N
509866,M,South Region,A Level or Equivalent,20-30%,N
509873,F,South West Region,A Level or Equivalent,20-30%,N
509901,F,East Midlands Region,A Level or Equivalent,20-30%,Y
509913,F,North Western Region,Lower Than A Level,10-20,N
509926,F,East Anglian Region,Lower Than A Level,40-50%,N
509929,M,Scotland,Post Graduate Qualification,80-90%,N
509933,F,North Region,Lower Than A Level,60-70%,N
509935,F,Yorkshire Region,Lower Than A Level,40-50%,N
509940,F,North Western Region,HE Qualification,0-10%,N
509998,F,East Midlands Region,A Level or Equivalent,20-30%,N
510027,M,Ireland,Lower Than A Level,40-50%,N
510054,M,North Region,A Level or Equivalent,,N
510068,F,Scotland,HE Qualification,0-10%,N
510070,F,Scotland,HE Qualification,20-30%,N
510112,M,East Anglian Region,HE Qualification,70-80%,N
510141,F,East Anglian Region,Lower Than A Level,60-70%,Y
510142,F,North Region,Lower Than A Level,,Y
510149,F,East Anglian Region,Lower Than A Level,90-100%,N
510169,M,North Western Region,A Level or Equivalent,50-60%,N
510182,F,London Region,Lower Than A Level,20-30%,N
510186,M,North Region,HE Qualification,,N
510195,M,London Region,A Level or Equivalent,40-50%,N
510266,M,Scotland,A Level or Equivalent,20-30%,N
510335,M,Scotland,A Level or Equivalent,60-70%,N
510401,M,Yorkshire Region,HE Qualification,70-80%,N
510402,M,West Midlands Region,A Level or Equivalent,0-10%,N
510420,M,North Western Region,Lower Than A Level,0-10%,N
510424,F,East Anglian Region,A Level or Equivalent,30-40%,N
510435,M,Wales,Lower Than A Level,50-60%,N
510438,F,North Western Region,A Level or Equivalent,20-30%,N
510456,F,Scotland,A Level or Equivalent,50-60%,N
510460,M,North Region,HE Qualification,30-40%,N
510471,F,South Region,Lower Than A Level,90-100%,N
510492,F,South West Region,Lower Than A Level,80-90%,N
510530,M,South East Region,A Level or Equivalent,60-70%,N
510532,F,South Region,Lower Than A Level,30-40%,N
510533,M,London Region,A Level or Equivalent,70-80%,N
510534,M,South West Region,A Level or Equivalent,70-80%,N
510545,M,North Western Region,A Level or Equivalent,0-10%,N
510556,F,South East Region,Lower Than A Level,50-60%,N
510650,F,South West Region,Lower Than A Level,70-80%,Y
510693,M,Yorkshire Region,A Level or Equivalent,30-40%,N
510694,M,North Western Region,Lower Than A Level,40-50%,N
510737,F,London Region,A Level or Equivalent,50-60%,N
510756,F,Yorkshire Region,A Level or Equivalent,40-50%,N
510759,M,East Midlands Region,Lower Than A Level,20-30%,N
510762,M,South West Region,Lower Than A Level,90-100%,N
510776,F,London Region,Lower Than A Level,20-30%,N
510845,F,Wales,Lower Than A Level,0-10%,N
510846,M,South West Region,Lower Than A Level,10-20,N
510864,F,Yorkshire Region,A Level or Equivalent,20-30%,N
510868,F,London Region,A Level or Equivalent,30-40%,N
510873,F,Scotland,HE Qualification,30-40%,N
510874,F,North Western Region,A Level or Equivalent,80-90%,N
510883,M,East Anglian Region,Lower Than A Level,60-70%,Y
510914,M,Wales,HE Qualification,60-70%,N
511001,F,East Anglian Region,A Level or Equivalent,0-10%,Y
511005,F,Yorkshire Region,Lower Than A Level,0-10%,N
511050,M,West Midlands Region,Lower Than A Level,50-60%,N
511067,F,South Region,A Level or Equivalent,0-10%,N
511109,M,Yorkshire Region,HE Qualification,0-10%,N
511199,M,South Region,A Level or Equivalent,40-50%,N
511228,F,South East Region,Lower Than A Level,90-100%,Y
511238,M,East Anglian Region,HE Qualification,50-60%,N
511246,M,South East Region,Lower Than A Level,60-70%,N
511258,M,Scotland,HE Qualification,90-100%,N
511271,F,West Midlands Region,Lower Than A Level,20-30%,N
511282,F,North Western Region,A Level or Equivalent,10-20,N
511295,F,Scotland,HE Qualification,0-10%,N
511306,F,London Region,Lower Than A Level,50-60%,N
511309,M,Wales,A Level or Equivalent,40-50%,N
511340,M,Ireland,Lower Than A Level,20-30%,N
511345,M,East Midlands Region,A Level or Equivalent,20-30%,N
511350,M,Yorkshire Region,Lower Than A Level,20-30%,Y
511424,F,North Region,Lower Than A Level,20-30%,N
511432,M,Scotland,A Level or Equivalent,40-50%,N
511453,M,South West Region,A Level or Equivalent,30-40%,N
511459,F,Scotland,Lower Than A Level,10-20,N
511469,F,East Midlands Region,Lower Than A Level,80-90%,N
511473,F,Scotland,A Level or Equivalent,60-70%,N
511474,F,North Western Region,Lower Than A Level,20-30%,N
511492,F,South East Region,Lower Than A Level,60-70%,N
511506,F,South East Region,A Level or Equivalent,40-50%,Y
511514,M,East Anglian Region,A Level or Equivalent,40-50%,N
511515,F,Scotland,Lower Than A Level,30-40%,N
511524,F,Yorkshire Region,Lower Than A Level,40-50%,N
511527,F,South Region,A Level or Equivalent,60-70%,Y
511544,F,North Region,A Level or Equivalent,40-50%,N
511569,F,South Region,Lower Than A Level,30-40%,Y
511571,F,North Western Region,A Level or Equivalent,10-20,N
511576,M,East Midlands Region,A Level or Equivalent,10-20,N
511612,M,East Midlands Region,Lower Than A Level,70-80%,N
511636,M,East Midlands Region,A Level or Equivalent,10-20,Y
511652,F,Yorkshire Region,A Level or Equivalent,40-50%,N
511657,M,South Region,A Level or Equivalent,80-90%,N
511676,M,Scotland,HE Qualification,20-30%,N
511678,F,South Region,A Level or Equivalent,20-30%,N
511693,F,South West Region,A Level or Equivalent,30-40%,N
511762,M,North Region,Lower Than A Level,10-20,Y
511807,F,East Midlands Region,Lower Than A Level,10-20,N
511859,M,South West Region,Lower Than A Level,0-10%,N
511869,M,North Region,Lower Than A Level,10-20,N
511890,M,Yorkshire Region,A Level or Equivalent,0-10%,Y
511901,F,Yorkshire Region,A Level or Equivalent,20-30%,N
511912,M,South East Region,A Level or Equivalent,20-30%,N
511949,F,West Midlands Region,Lower Than A Level,70-80%,N
511958,F,North Western Region,Lower Than A Level,60-70%,N
511962,F,Yorkshire Region,A Level or Equivalent,30-40%,N
511981,M,South East Region,Lower Than A Level,10-20,N
511990,F,West Midlands Region,A Level or Equivalent,60-70%,N
512046,F,Yorkshire Region,Lower Than A Level,10-20,N
512050,M,North Western Region,Lower Than A Level,50-60%,N
512070,F,London Region,A Level or Equivalent,20-30%,N
512080,F,London Region,A Level or Equivalent,20-30%,N
512118,F,South East Region,Lower Than A Level,40-50%,N
512123,M,East Anglian Region,Lower Than A Level,70-80%,N
512180,F,Wales,Lower Than A Level,0-10%,Y
512236,M,North Region,HE Qualification,,N
512242,F,South Region,Lower Than A Level,70-80%,N
512257,M,London Region,HE Qualification,50-60%,N
512258,F,East Anglian Region,A Level or Equivalent,80-90%,N
512259,M,South Region,Lower Than A Level,70-80%,N
512305,M,London Region,Lower Than A Level,40-50%,N
512330,F,East Anglian Region,Lower Than A Level,40-50%,Y
512335,M,South West Region,A Level or Equivalent,70-80%,N
512353,M,East Anglian Region,A Level or Equivalent,30-40%,N
512404,F,North Western Region,A Level or Equivalent,0-10%,Y
512411,F,Wales,A Level or Equivalent,20-30%,N
512417,F,Scotland,A Level or Equivalent,10-20,N
512460,M,South East Region,HE Qualification,90-100%,N
512468,F,Ireland,Lower Than A Level,10-20,N
512475,M,Scotland,Post Graduate Qualification,90-100%,N
512493,M,London Region,A Level or Equivalent,10-20,N
512525,M,Wales,A Level or Equivalent,70-80%,Y
512546,M,Scotland,A Level or Equivalent,30-40%,N
512581,F,Scotland,Lower Than A Level,60-70%,N
512582,M,North Region,Lower Than A Level,80-90%,N
512693,M,East Anglian Region,HE Qualification,20-30%,N
512706,M,East Midlands Region,A Level or Equivalent,0-10%,Y
512722,F,West Midlands Region,Lower Than A Level,10-20,N
512725,M,West Midlands Region,A Level or Equivalent,50-60%,N
512775,F,Scotland,HE Qualification,0-10%,N
512805,F,West Midlands Region,Lower Than A Level,0-10%,N
512839,M,Yorkshire Region,Lower Than A Level,20-30%,N
512852,F,East Anglian Region,A Level or Equivalent,50-60%,N
512859,M,West Midlands Region,A Level or Equivalent,40-50%,N
512861,F,South West Region,A Level or Equivalent,40-50%,N
512883,F,Wales,Lower Than A Level,20-30%,N
512911,F,Yorkshire Region,Lower Than A Level,0-10%,N
512924,F,East Anglian Region,Lower Than A Level,20-30%,N
512929,F,Wales,A Level or Equivalent,40-50%,N
512940,F,Wales,Lower Than A Level,30-40%,N
512961,M,London Region,A Level or Equivalent,60-70%,N
512977,M,North Western Region,A Level or Equivalent,0-10%,N
512995,F,West Midlands Region,A Level or Equivalent,10-20,N
513005,F,South West Region,Lower Than A Level,30-40%,N
513007,M,East Midlands Region,A Level or Equivalent,40-50%,N
513016,F,North Western Region,Lower Than A Level,20-30%,Y
513076,F,North Western Region,Lower Than A Level,0-10%,Y
513077,F,Wales,Lower Than A Level,20-30%,Y
513093,F,East Anglian Region,A Level or Equivalent,90-100%,N
513166,F,South East Region,Lower Than A Level,50-60%,Y
513172,M,Ireland,Lower Than A Level,80-90%,N
513196,F,London Region,Lower Than A Level,10-20,N
513204,F,Wales,A Level or Equivalent,10-20,N
513210,F,London Region,Lower Than A Level,30-40%,Y
513211,M,London Region,A Level or Equivalent,40-50%,N
513228,M,North Western Region,Lower Than A Level,90-100%,N
513246,F,North Western Region,Lower Than A Level,10-20,N
513250,F,Scotland,HE Qualification,80-90%,N
513266,M,North Region,Lower Than A Level,,N
513268,M,Ireland,Lower Than A Level,60-70%,N
513272,F,North Western Region,Lower Than A Level,20-30%,N
513283,F,North Region,Lower Than A Level,10-20,N
513315,F,North Western Region,Lower Than A Level,10-20,N
513349,F,East Midlands Region,A Level or Equivalent,90-100%,N
513356,M,North Region,Lower Than A Level,40-50%,N
513368,F,North Region,A Level or Equivalent,30-40%,N
513396,F,South West Region,HE Qualification,40-50%,N
513415,M,South East Region,A Level or Equivalent,10-20,Y
513422,F,South East Region,A Level or Equivalent,30-40%,N
513428,F,Wales,A Level or Equivalent,0-10%,N
513482,M,East Midlands Region,Lower Than A Level,40-50%,N
513499,M,Ireland,A Level or Equivalent,20-30%,N
513638,F,London Region,A Level or Equivalent,0-10%,N
513648,F,Yorkshire Region,A Level or Equivalent,0-10%,N
513672,M,South West Region,Lower Than A Level,70-80%,N
513687,M,North Western Region,Lower Than A Level,20-30%,N
513701,M,North Western Region,A Level or Equivalent,0-10%,N
513733,F,North Western Region,A Level or Equivalent,10-20,N
513751,F,North Western Region,HE Qualification,20-30%,Y
513757,F,London Region,A Level or Equivalent,30-40%,N
513773,F,London Region,HE Qualification,70-80%,N
513796,M,East Anglian Region,Lower Than A Level,20-30%,N
513836,F,East Anglian Region,HE Qualification,40-50%,N
513853,F,East Anglian Region,A Level or Equivalent,60-70%,N
513854,M,East Anglian Region,Lower Than A Level,10-20,N
513881,F,Yorkshire Region,Lower Than A Level,40-50%,N
513918,M,North Region,Lower Than A Level,10-20,Y
513934,M,London Region,Lower Than A Level,50-60%,N
513954,F,South West Region,Lower Than A Level,90-100%,N
513957,M,West Midlands Region,A Level or Equivalent,0-10%,N
513969,F,South East Region,A Level or Equivalent,40-50%,N
513997,M,South East Region,Lower Than A Level,50-60%,N
514000,M,East Midlands Region,A Level or Equivalent,10-20,N
514006,F,East Anglian Region,Lower Than A Level,20-30%,N
514028,M,West Midlands Region,A Level or Equivalent,30-40%,N
514031,M,Ireland,Lower Than A Level,0-10%,Y
514040,M,West Midlands Region,HE Qualification,30-40%,N
514043,F,London Region,A Level or Equivalent,60-70%,N
514074,F,East Midlands Region,A Level or Equivalent,20-30%,N
514078,M,North Western Region,Lower Than A Level,50-60%,N
514096,M,South Region,A Level or Equivalent,70-80%,N
514125,F,Ireland,A Level or Equivalent,30-40%,N
514140,M,Wales,Lower Than A Level,50-60%,N
514186,F,Scotland,HE Qualification,50-60%,Y
514218,F,South East Region,Lower Than A Level,90-100%,N
514277,F,Scotland,HE Qualification,70-80%,N
514300,F,South East Region,A Level or Equivalent,20-30%,N
514302,F,East Anglian Region,Lower Than A Level,70-80%,N
514324,M,London Region,Lower Than A Level,40-50%,N
514365,F,Yorkshire Region,Lower Than A Level,40-50%,N
514445,F,Wales,A Level or Equivalent,20-30%,N
514495,M,South East Region,A Level or Equivalent,50-60%,N
514504,M,East Midlands Region,Lower Than A Level,20-30%,N
514526,M,London Region,Lower Than A Level,10-20,Y
514556,F,East Midlands Region,A Level or Equivalent,20-30%,N
514558,F,East Anglian Region,Lower Than A Level,70-80%,Y
514580,F,East Midlands Region,A Level or Equivalent,20-30%,N
514581,F,North Western Region,Lower Than A Level,20-30%,N
514605,M,East Midlands Region,Lower Than A Level,20-30%,N
514633,M,North Western Region,Lower Than A Level,10-20,Y
514648,F,West Midlands Region,Lower Than A Level,90-100%,N
